user_id,rank,item_id,score,support_item_ids
1,1,433,2.565572316067155,
1,2,276,2.1645430580601523,
1,3,408,2.0060494585872024,
1,4,403,1.6912862011776617,
1,5,385,1.6478247969358923,
2,1,181,2.1984219245688745,
2,2,268,1.5193733002910808,
2,3,423,1.3702440157866733,
2,4,9,1.3479365620894272,
2,5,333,1.2353534933745889,
3,1,235,0.8148590910097014,
3,2,259,0.7071171385893538,
3,3,195,0.6982312757991023,
3,4,301,0.6697512621400016,
3,5,1,0.6577627728980734,
4,1,181,1.2025456482078651,
4,2,333,1.1062289938329901,
4,3,313,1.1051313271371028,
4,4,172,1.0022651640643816,
4,5,1,0.9741828961611976,
5,1,195,3.079380202595685,
5,2,96,3.0288050120639793,
5,3,82,1.902181411371699,
5,4,202,1.6598046241699842,
5,5,550,1.6237502061663012,
6,1,603,4.024020446205017,
6,2,654,3.059455125265272,
6,3,657,2.5101106197407277,
6,4,313,2.4368614594712152,
6,5,651,2.2808868402223688,
7,1,313,2.3612967606676847,
7,2,209,2.2120273259058885,
7,3,1,2.1875429672675444,
7,4,684,1.729309959226938,
7,5,792,1.6833950819644985,
8,1,135,1.9296933702627912,
8,2,173,1.614788713487689,
8,3,204,1.552117353948241,
8,4,186,1.5362431531217182,
8,5,12,1.321039575699979,
9,1,181,1.0929981049309125,
9,2,1,1.0040596267061321,
9,3,313,0.8924828286812433,
9,4,268,0.8816010401034999,
9,5,172,0.8265227561453637,
10,1,187,3.4790077152800336,
10,2,318,3.204153553955012,
10,3,427,2.8088717211186953,
10,4,208,2.2380522404641963,
10,5,89,2.178839205444745,
11,1,313,2.4545073457131443,
11,2,64,2.3229562505909165,
11,3,655,1.9049640931617984,
11,4,186,1.7393312727322368,
11,5,210,1.4969653731336638,
12,1,22,3.0223438168169405,
12,2,64,2.9747794437305295,
12,3,79,2.297738664264613,
12,4,181,1.9793889704852567,
12,5,210,1.831489399468492,
13,1,192,1.6019463480661766,
13,2,47,1.3569701436452128,
13,3,521,1.3056949074893132,
13,4,742,1.2460820293216652,
13,5,257,1.237787337802621,
14,1,208,1.8185213951956671,
14,2,169,1.8096063825148005,
14,3,64,1.577027789714977,
14,4,268,1.563539994231327,
14,5,433,1.4834203708612368,
15,1,313,3.1505971172394505,
15,2,100,1.7757833309002777,
15,3,272,1.5431967432190379,
15,4,117,1.5020440429090198,
15,5,294,1.075561249102759,
16,1,313,3.0582245818711087,
16,2,187,2.800626491195627,
16,3,185,2.5371535854409037,
16,4,132,2.1724506700832444,
16,5,651,2.151411053520679,
17,1,268,1.155280202012524,
17,2,258,1.1205020519879996,
17,3,313,0.9425648282992075,
17,4,246,0.7545664817886744,
17,5,25,0.7133045974084061,
18,1,173,3.3533940229461217,
18,2,651,3.0830860241002553,
18,3,655,2.8984485820740358,
18,4,124,2.826063978588193,
18,5,484,2.773608920258299,
19,1,333,0.70892087318593,
19,2,1,0.6625614116501487,
19,3,9,0.6247160288464434,
19,4,423,0.612742076744605,
19,5,204,0.611584268897042,
20,1,28,1.3739788156351818,
20,2,79,1.3213842979663162,
20,3,96,1.286363029249114,
20,4,300,1.2318071274821358,
20,5,265,1.2071579775254402,
21,1,508,1.714643755555011,
21,2,313,1.4548489457738834,
21,3,333,1.4227438789301672,
21,4,682,1.3397194987496284,
21,5,11,1.333945158900684,
22,1,183,2.3780550573932993,
22,2,82,2.344954519361274,
22,3,257,2.0389217453451325,
22,4,169,1.784768859453253,
22,5,239,1.618072952854698,
23,1,168,2.874074299943044,
23,2,12,2.1810411496654227,
23,3,208,2.1665161986361414,
23,4,169,2.1471833524665844,
23,5,313,1.8101514766977433,
24,1,22,2.0926555828244275,
24,2,313,1.8091022047665704,
24,3,15,1.4757482609584465,
24,4,735,1.4214125470374623,
24,5,1,1.3668157935055545,
25,1,172,3.233983492781867,
25,2,313,2.099651219839503,
25,3,168,2.0984074420766072,
25,4,210,2.0813812280237767,
25,5,96,1.864953654883894,
26,1,272,2.4506586141319913,
26,2,268,1.672102223761753,
26,3,310,1.4538360257880572,
26,4,690,1.1064832519075027,
26,5,301,1.02219037056265,
27,1,276,0.9385239733186184,
27,2,181,0.8718594791719277,
27,3,300,0.8587506078101841,
27,4,117,0.7445316068589678,
27,5,313,0.6141655599629336,
28,1,183,2.4886363960165463,
28,2,82,1.9496857518666406,
28,3,204,1.7088249659742767,
28,4,210,1.561508255834198,
28,5,202,1.5215048411975567,
29,1,313,1.124656247366742,
29,2,328,0.8108711298660876,
29,3,203,0.7966826900818593,
29,4,11,0.7572126373184053,
29,5,235,0.7510148459146003,
30,1,1,1.8025146577542606,
30,2,300,1.3829253278177989,
30,3,210,1.358332398539587,
30,4,22,1.15113878075024,
30,5,268,1.0944357645740375,
31,1,603,0.8621395800211525,
31,2,185,0.8263271366913542,
31,3,23,0.820349436388269,
31,4,474,0.8173972833999763,
31,5,483,0.7990210578155926,
32,1,172,1.6791119369695522,
32,2,258,1.4951793955501476,
32,3,300,1.4463768050044319,
32,4,1,1.2671133162692922,
32,5,333,1.1673241235194103,
33,1,748,1.0603078407847768,
33,2,326,1.0409473180946887,
33,3,7,1.0134614726820805,
33,4,1,0.9709860734840463,
33,5,222,0.7925475412443033,
34,1,328,0.49020765429503277,
34,2,268,0.487019127739288,
34,3,235,0.47920468332535604,
34,4,9,0.38904761893527673,
34,5,301,0.385569585484078,
35,1,323,1.3442034923819675,
35,2,294,1.0664973768892945,
35,3,245,0.7706647352116861,
35,4,988,0.6400101341688178,
35,5,325,0.6256904464528065,
36,1,260,0.5932712217147534,
36,2,301,0.520966168193548,
36,3,271,0.4988747776885606,
36,4,895,0.48696511467995973,
36,5,68,0.43213703934586567,
37,1,181,2.575032959244694,
37,2,144,2.166435546133855,
37,3,204,1.9282768214184587,
37,4,186,1.5978672104194573,
37,5,228,1.3424450066828035,
38,1,143,3.1225404743139595,
38,2,237,2.769102182103513,
38,3,215,2.034938143918538,
38,4,219,2.0200020795580884,
38,5,692,1.919136952666454,
39,1,476,0.8305397620948862,
39,2,895,0.7766037435949346,
39,3,1,0.7705024029307485,
39,4,7,0.7470986331350308,
39,5,310,0.7457044485475242,
40,1,313,1.597822838478125,
40,2,288,0.8032668124953413,
40,3,235,0.6880831849368908,
40,4,315,0.654606336163911,
40,5,690,0.57767823176164,
41,1,172,2.1386643112199524,
41,2,64,1.8661025132364841,
41,3,186,1.7817651315432739,
41,4,127,1.6139109542100478,
41,5,89,1.5666405884108534,
42,1,22,4.628362070454916,
42,2,313,2.57933290113183,
42,3,144,2.405976386643049,
42,4,117,2.3160360506964417,
42,5,393,2.1370706676106037,
43,1,22,4.41407018658695,
43,2,96,2.8090064927784053,
43,3,239,1.980158904113606,
43,4,651,1.805251631236118,
43,5,451,1.7366261420181792,
44,1,210,3.1831634106006805,
44,2,79,3.097754817954913,
44,3,300,2.515872930467144,
44,4,186,2.2905100949790307,
44,5,12,2.012731135699006,
45,1,258,1.5492294397421678,
45,2,300,1.399344531848213,
45,3,313,1.3694866315367415,
45,4,172,1.3090680413018607,
45,5,405,1.069700007315374,
46,1,258,2.1937457385393557,
46,2,272,1.2784814045443709,
46,3,302,1.128513764199081,
46,4,1,1.092880826416822,
46,5,268,1.0599122588572705,
47,1,313,1.1738211942077896,
47,2,272,0.8447969119338896,
47,3,151,0.8196251235535326,
